	C3L.00104	C3L.00365	C3L.00674	C3L.00677	C3L.01040	C3L.01043	C3L.01045	C3L.01046	C3L.01048	C3L.01049	C3L.01061	C3L.01142	C3L.01146	C3L.01149	C3L.01154	C3L.01155	C3L.01156	C3L.01157	C3L.01327	C3L.01887	C3L.02465	C3L.02504	C3L.02542	C3L.02642	C3L.02704	C3L.02705	C3L.02707	C3L.02955	C3L.02970	C3L.03260	C3L.03266	C3L.03387	C3L.03390	C3L.03392	C3L.03400	C3L.03405	C3L.03407	C3L.03681	C3L.03727	C3L.03728	C3L.03744	C3L.03748	C3L.03968	C3L.04084	C3N.00661	C3N.00662	C3N.00665	C3N.01192	C3N.01196	C3N.01334	C3N.01364	C3N.01366	C3N.01367	C3N.01368	C3N.01369	C3N.01505	C3N.01515	C3N.01517	C3N.01518	C3N.01798	C3N.01814	C3N.01815	C3N.01816	C3N.01818	C3N.01851	C3N.01852	C3N.01856	C3N.01857	C3N.02181	C3N.02183	C3N.02185	C3N.02186	C3N.02188	C3N.02190	C3N.02255	C3N.02256	C3N.02769	C3N.02770	C3N.02782	C3N.02783	C3N.02784	C3N.02785	C3N.02786	C3N.02788	C3N.03088	C3N.03180	C3N.03182	C3N.03183	C3N.03184	C3N.03186	C3N.03188	C3N.03473
P58557	-0.027272727	1.064150943	0.995901639	1.381957774	1.651821862	1.317269076	1.743670886	3.221884498	0.75974026	-0.102857143	-1.458272328	-2.326086957	1.577235772	0.501968504	1.821538462	-1.90212766	-0.653465347	-0.974630021	-1.396226415	-1.903100775	0.373390558	3.810945274	-0.414965986	3.786290323	1.842975207	-0.46090535	-4.242574257	-1.42804428	-3.020746888	0	-0.153846154	0.922222222	-0.95	3.400673401	3.23381295	0.848214286	-0.185840708	0.172413793	-1.125	-2.488789238	4.489270386	0.668224299	-1.105121294	-3.028	1.016949153	-0.470833333	-2.981132075	-1.063414634	0.755050505	-5.681818182	3.061452514	-3.163751987	2.504032258	0.782101167	1.158088235	2.116788321	-0.269230769	-0.178832117	2.859728507	-1.736585366	0.888324873	-0.061611374	0.904477612	1.641509434	-2.9375	0.016393443	3.16025641	-1.754266212	-1.08627451	2.292857143	2.910526316	-0.00617284	-0.067567568	-5.763888889	-0.942857143	-0.287234043	4.360995851	-3.504761905	-0.303501946	-0.935742972	3.112403101	1.686468647	-2.235602094	-0.619205298	0.005633803	1.548494983	-0.200956938	-0.305232558	0.604584527	-0.671428571	0.92139738	-0.997319035
P67809	-1.427272727	1.090566038	-1.442622951	-1.815738964	0.720647773	-0.955823293	-0.876582278	0.553191489	0.957792208	1.596190476	2.846266471	1.767080745	1.43495935	2.267716535	2.298461538	-0.272340426	2.113861386	-2.061310782	1.037735849	-0.104651163	-0.613733906	-0.945273632	1.448979592	-1.548387097	-0.438016529	0.576131687	0.658415842	-3.546125461	2.219917012	-0.7	-2.784615385	-0.988888889	3.144117647	-2.084175084	2.755395683	1.741071429	-0.867256637	-0.362068966	1.668269231	1.067264574	0.858369099	0.845794393	2.283018868	1.776	0.802259887	2.345833333	-0.660377358	0.092682927	0.833333333	-1.220779221	0.558659218	0.591414944	-0.810483871	1.894941634	-0.268382353	-0.105839416	-0.414529915	1.518248175	-0.280542986	1.590243902	1.725888325	1.791469194	0.113432836	-1.566037736	-0.75	0.262295082	-1.689102564	-0.174061433	0.458823529	0.978571429	0.842105263	-0.067901235	2.891891892	1.416666667	-0.593650794	0.542553191	-0.302904564	1.738095238	0.743190661	-2.967871486	0.864341085	-1.458745875	-0.248691099	-0.847682119	-1.126760563	-1.464882943	1.794258373	0.136627907	2.005730659	-1.757142857	-1.013100437	2.579088472
Q9Y2T7	NA	NA	NA	NA	NA	NA	NA	NA	1.788961039	NA	NA	NA	NA	4.748031496	NA	NA	NA	NA	NA	-1.976744186	NA	NA	NA	NA	-0.02892562	NA	NA	NA	NA	-0.561111111	NA	-0.681481481	NA	NA	1.989208633	NA	-0.247787611	NA	NA	NA	NA	NA	NA	NA	NA	5.758333333	NA	1.27804878	-0.638888889	NA	NA	NA	-1.721774194	NA	NA	NA	NA	NA	-1.936651584	NA	NA	-0.748815166	NA	NA	NA	NA	-1.137820513	3.204778157	NA	NA	NA	-0.598765432	NA	NA	NA	NA	NA	NA	0.6692607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16989	-0.577272727	-1.366037736	-0.073770492	-2.959692898	1.51417004	2.108433735	-0.003164557	2.671732523	0.275974026	2.540952381	1.7715959	1.919254658	0.483739837	-2.505905512	2.203076923	-3.208510638	-1.252475248	-0.492600423	-0.995283019	-3.848837209	0.064377682	1.686567164	1.547619048	-3.629032258	1.210743802	-3.666666667	0.594059406	-1.749077491	-1.676348548	-1.444444444	0.133333333	-1.22962963	0.294117647	-2.249158249	2.701438849	-0.776785714	4.402654867	-2.668965517	2.307692308	2.121076233	1.339055794	4.11682243	1.738544474	0.42	-0.561205273	1.775	4.372641509	0.707317073	1.075757576	2.948051948	1.329608939	3.844197138	1.245967742	0.011673152	1.834558824	2.386861314	2.974358974	0.273722628	3.117647059	-0.541463415	-0.14213198	0.928909953	2.668656716	-0.198113208	-2.610576923	0.420765027	-1.496794872	-1.4778157	0.584313725	3.617857143	0.447368421	0.00617284	2.68018018	0.708333333	-3.552380952	-0.180851064	2.46473029	-0.847619048	-0.431906615	0.477911647	4.988372093	-0.933993399	1.528795812	-1.652317881	1.152112676	-1.200668896	1.555023923	1.406976744	-1.713467049	-1.433333333	-2.074235808	0.026809651
A8MPS7	NA	NA	3.946721311	3.489443378	NA	1.751004016	-0.21835443	-0.741641337	0.805194805	NA	0.210834553	NA	NA	-0.287401575	-0.935384615	-0.885106383	0.396039604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.734439834	2.3	NA	1.003703704	-1.455882353	NA	NA	NA	0.738938053	-1.034482759	NA	-0.488789238	NA	NA	NA	NA	NA	NA	NA	1.058536585	NA	NA	NA	NA	2.629032258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.061320755	NA	NA	NA	NA	NA	-0.471428571	NA	-1.296296296	NA	NA	0.498412698	NA	NA	NA	1.105058366	NA	NA	NA	NA	NA	-1.21971831	NA	NA	NA	NA	NA	NA	NA
Q9ULM3	1.413636364	1.490566038	1.262295082	-0.184261036	-0.433198381	0.253012048	-0.028481013	-0.404255319	0.415584416	1.47047619	0.846266471	-0.406832298	-0.634146341	1.242125984	-0.246153846	-0.336170213	-0.326732673	-1.109936575	0.537735849	0.240310078	0.072961373	-0.741293532	1.299319728	0.189516129	-0.615702479	0.037037037	-0.737623762	-1.350553506	0.576763485	0.244444444	0.415384615	-0.374074074	0.329411765	-1.033670034	0.694244604	-1.419642857	-1.579646018	-0.25862069	0.076923077	-1.757847534	0.407725322	0.663551402	1.452830189	0.06	0.629001883	1.5875	0.283018868	-0.6	0.492424242	-0.103896104	-1.276536313	-0.569157393	-1.14516129	0.626459144	-0.996323529	-0.171532847	-0.294871795	0.726277372	-0.366515837	-0.507317073	0.847715736	-0.222748815	-0.764179104	-1.363207547	-0.903846154	-0.737704918	-0.400641026	1.078498294	1.905882353	-0.710714286	0.2	-1.240740741	-0.135135135	-0.467592593	-0.13015873	0.89893617	-0.074688797	0.128571429	0.085603113	0.485943775	-0.891472868	-2.349834983	-0.803664921	-0.298013245	-0.783098592	-1.72909699	0.210526316	1.026162791	1.171919771	0.285714286	-0.497816594	0.769436997
O95619	0.913636364	1.898113208	0.290983607	-0.015355086	-0.064777328	0.502008032	1.164556962	-0.623100304	1.13961039	0.986666667	1.10102489	-0.468944099	-0.833333333	2.108267717	0.873846154	1.421276596	-1.351485149	-0.408033827	2.386792453	0.852713178	-0.261802575	-0.36318408	2.62244898	0.036290323	-1.371900826	-0.283950617	3.851485149	-1.206642066	0.858921162	1.227777778	-0.528205128	-0.855555556	0.838235294	0.023569024	0.125899281	1.017857143	-2.194690265	-0.848275862	0.980769231	-0.856502242	-0.274678112	-0.158878505	1.196765499	1.328	5.258003766	1.591666667	-0.594339623	-0.668292683	1.573232323	0.435064935	-0.217877095	-0.197138315	0.322580645	-0.680933852	-1.308823529	-0.281021898	-0.760683761	2.167883212	-0.990950226	0.517073171	0.807106599	-0.388625592	0.611940299	-0.405660377	2.004807692	0.147540984	-0.169871795	0.767918089	0.368627451	2.517857143	-0.605263158	0.5	-0.022522523	-0.486111111	1.536507937	0.356382979	2.352697095	1.533333333	1.159533074	-1.53815261	-0.360465116	-1.412541254	0.942408377	-0.301324503	-1.842253521	-1.10367893	0.270334928	1.529069767	2.661891117	-0.980952381	-0.637554585	1.533512064
P07947	0.186363636	2.226415094	-2.696721311	-2.268714012	1.809716599	-0.78313253	-0.762658228	-0.343465046	1.220779221	-1.866666667	-2.029282577	-2.248447205	-1.390243902	-0.86023622	0.833846154	1.340425532	2.287128713	-0.33615222	0.924528302	0.251937984	-1.484978541	2.174129353	0.112244898	3.125	1.342975207	-2.049382716	2.905940594	-0.136531365	1.746887967	1.777777778	0.964102564	2.640740741	0.661764706	1.353535354	-2.35971223	0.933035714	-0.615044248	0.444827586	0.701923077	-1.802690583	-1.446351931	0.887850467	-1.808625337	-0.712	0.602636535	-0.316666667	-1.391509434	-0.829268293	-0.747474747	0.948051948	-2.43575419	-1.348171701	-1.491935484	1.225680934	-1.871323529	-1.697080292	1.162393162	-0.53649635	-0.194570136	0.585365854	-1.416243655	-1.981042654	-2.059701493	1.698113208	0.538461538	0.513661202	0.823717949	0.327645051	1.070588235	-1.271428571	0.394736842	0.740740741	0.490990991	-0.106481481	0.203174603	-0.569148936	-0.883817427	-1.623809524	-1.618677043	-0.751004016	-1.391472868	-1.95709571	-1.578534031	2.456953642	0.526760563	-0.772575251	-1.571770335	-0.953488372	0.787965616	-0.928571429	0.545851528	1.509383378
O95070	-1.627272727	NA	-2.954918033	2.541266795	1.085020243	1.21686747	0.465189873	0.772036474	0.074675325	2.137142857	-0.512445095	2.698757764	NA	-0.769685039	0.664615385	0.493617021	-0.326732673	-0.682875264	-1.061320755	-1.589147287	0.180257511	1.810945274	0.670068027	-1.044354839	2.033057851	-0.975308642	-0.267326733	-0.3099631	-1.871369295	-1.511111111	NA	-0.737037037	-1.461764706	-0.191919192	-1.424460432	0.678571429	0.402654867	0.879310345	-1.990384615	-0.381165919	0.107296137	NA	-0.040431267	0.736	0.335216573	-2.870833333	2.985849057	1.531707317	-0.944444444	-1.577922078	NA	0.874403816	0.834677419	1.287937743	0.507352941	2.554744526	0.735042735	0.354014599	-0.398190045	NA	0.781725888	-0.085308057	1.519402985	-0.849056604	0.697115385	0.120218579	-0.259615385	0	-1.211764706	1.353571429	-0.531578947	-0.290123457	1.162162162	-0.75	0.120634921	0.978723404	0.356846473	NA	1.680933852	NA	0.965116279	-0.392739274	0.955497382	-0.543046358	-0.090140845	-0.739130435	0.669856459	2.281976744	-0.570200573	-2.338095238	0.388646288	1.235924933
Q5BJH7	-0.613636364	-0.18490566	-0.905737705	1.262955854	0.882591093	-1.144578313	-0.556962025	0.282674772	-2.373376623	-0.095238095	-0.374816984	1.080745342	-2.837398374	0.356299213	-1.984615385	0.29787234	-1.52970297	0.086680761	0.240566038	0.573643411	0.236051502	0.412935323	0.30952381	-0.975806452	-0.016528926	-0.222222222	-0.53960396	-0.579335793	-1.543568465	-1.072222222	-0.523076923	-0.674074074	-1.052941176	-0.292929293	-0.04676259	-1.732142857	0.203539823	-1.655172414	-3.716346154	-0.295964126	0.098712446	-0.03271028	-0.204851752	-1.016	0.259887006	0.879166667	-0.518867925	-0.76097561	-0.598484848	-2.88961039	0.594972067	0.343402226	2.217741935	-1.420233463	-1.363970588	0.744525547	0.769230769	0.080291971	0.135746606	0.590243902	0.664974619	0.862559242	-1.313432836	-0.16509434	-0.25	-1.486338798	-1.903846154	-0.85665529	0.023529412	0.664285714	-0.968421053	-2.135802469	-0.806306306	2.916666667	-0.495238095	0.367021277	1.10373444	-0.080952381	0.26459144	-1.393574297	1.406976744	1.660066007	0.133507853	-1.496688742	0.233802817	0.735785953	0.688995215	-2.177325581	-0.888252149	-0.257142857	-0.034934498	1.171581769
Q9Y548	-1.15	1.569811321	0.532786885	-3.20537428	0.198380567	0.305220884	-1.117088608	1.291793313	1.029220779	-0.171428571	-0.770131772	NA	3.296747967	-0.954724409	-1.861538462	2.638297872	0.985148515	NA	-0.698113208	-1.379844961	1.163090129	NA	NA	-1.032258065	-1	NA	1.064356436	-1.173431734	-2.369294606	1.355555556	-0.466666667	-1.6	1.297058824	-0.087542088	1.507194245	0.90625	-0.265486726	0.506896552	-0.620192308	0.753363229	NA	1.074766355	NA	NA	NA	0.595833333	0.66509434	-0.356097561	-0.244949495	-0.363636364	0.290502793	NA	0.399193548	-0.828793774	-0.628676471	NA	-1.478632479	0.262773723	0.479638009	-0.634146341	NA	2.322274882	0.08358209	0.816037736	0.245192308	2.278688525	0.032051282	0.034129693	-0.678431373	1.235714286	-1.557894737	1.228395062	-0.977477477	-1.00462963	-0.034920635	NA	-0.390041494	-1.738095238	0.540856031	-3.34939759	0.84496124	2.264026403	0.280104712	NA	0.690140845	-0.110367893	1.492822967	NA	0.93982808	-1.280952381	NA	2.321715818
Q9BWQ6	NA	0.101886792	-0.43442623	2.130518234	NA	-1.83935743	0.797468354	2.963525836	-1.824675325	NA	0.456808199	2.959627329	1.638211382	-0.61023622	0.073846154	0.085106383	0.396039604	-0.179704017	NA	2.135658915	NA	2.263681592	-1.003401361	NA	-0.524793388	3.748971193	0.198019802	-1.89298893	-1.721991701	0.65	4.625641026	2.6	-0.747058824	2.057239057	-0.805755396	4.589285714	-2.278761062	-2.537931034	3.331730769	0.780269058	0.622317597	0.88317757	0.64690027	-0.464	3.284369115	-1	2.929245283	-0.809756098	0.181818182	1.844155844	1.184357542	-0.511923688	-0.923387097	0.809338521	NA	-0.934306569	NA	1.810218978	-0.162895928	-0.341463415	-2.152284264	2.862559242	NA	0.844339623	NA	3.568306011	2.493589744	-0.150170648	1.019607843	0.382142857	NA	-1.808641975	NA	NA	-1.965079365	1.186170213	NA	-2.257142857	-0.821011673	-1.072289157	0.593023256	NA	NA	-0.466887417	0.183098592	-0.949832776	1.062200957	0.537790698	1.782234957	-1.142857143	0.013100437	NA
Q9GZM5	-1.095454545	2.19245283	-1.040983607	1.512476008	1.093117409	0.851405622	-1.566455696	1.522796353	0.275974026	0.777142857	1.185944363	0.062111801	-0.971544715	-0.413385827	1.033846154	0.54893617	-1.158415842	-0.585623679	0.433962264	-0.391472868	-0.686695279	0.437810945	-0.615646259	-0.318548387	0.55785124	-0.695473251	0.455445545	-2.136531365	-0.502074689	-0.133333333	1.297435897	-0.025925926	0.285294118	0.38047138	0.708633094	0.852678571	0.805309735	-0.196551724	0.706730769	1.775784753	0.339055794	1.341121495	0.177897574	0.772	-0.576271186	0.179166667	-0.259433962	-0.614634146	0.426767677	-0.798701299	-0.340782123	1.233704293	-0.282258065	0.6692607	1.363970588	2.525547445	-1.606837607	0.642335766	-0.117647059	0.082926829	-0.954314721	2.530805687	1.958208955	0.382075472	-0.985576923	0.693989071	-0.426282051	0.682593857	-1.423529412	1.292857143	1.257894737	-0.50617284	1.761261261	1.180555556	0.019047619	-1.553191489	-0.933609959	-0.642857143	3.20233463	-1.024096386	1.085271318	-1.759075908	-0.672774869	-0.609271523	-0.611267606	-0.35451505	1.732057416	-0.450581395	0.724928367	-1.280952381	-1.139737991	0.600536193
Q9BSR8	-1.095454545	0.690566038	-2.704918033	1.796545106	1.072874494	1.136546185	-1.335443038	1.951367781	-0.36038961	0.956190476	-0.166910688	0.332298137	-1.459349593	-0.474409449	0.369230769	-1.123404255	-0.757425743	-1.241014799	0.16509434	-0.395348837	0.480686695	0.412935323	0.544217687	-0.334677419	1.17768595	-0.205761317	0.752475248	-1.383763838	-0.153526971	-0.877777778	4.266666667	0.396296296	-0.311764706	1.292929293	1.068345324	0.236607143	1.411504425	0.086206897	1.086538462	1.219730942	0.854077253	0.5	0.156334232	0.692	-1.608286252	-0.220833333	0.556603774	0.380487805	1.01010101	0.376623377	-0.784916201	1.710651828	-1.056451613	0.642023346	-0.264705882	-0.145985401	-0.115384615	0.937956204	-0.040723982	0.165853659	-0.680203046	1.17535545	2.414925373	0.693396226	-0.8125	0.513661202	-0.307692308	0.511945392	-1.552941176	1.410714286	1.194736842	1.067901235	1.117117117	1.939814815	-0.552380952	-1.244680851	-0.232365145	-0.79047619	1.634241245	-1.514056225	1.085271318	-1.03960396	1.083769634	-1.102649007	0.642253521	-0.531772575	2.177033493	0.662790698	1.404011461	-0.247619048	-0.816593886	1.163538874
Q969M3	-0.922727273	-0.649056604	-2.094262295	0.786948177	0.44534413	0.108433735	0.990506329	1.759878419	-2.006493506	1.80952381	-0.82284041	0.953416149	-0.365853659	-0.163385827	-0.4	-0.842553191	-1.128712871	2.200845666	-0.825471698	-0.88372093	0.077253219	1.452736318	0.085034014	-1.068548387	0.628099174	-1.432098765	1.702970297	-1.269372694	-0.576763485	-1.155555556	-2.553846154	-0.618518519	-1.041176471	0.97979798	1.658273381	2.138392857	1.194690265	2.982758621	-1.850961538	0.919282511	-1.35193133	0.85046729	-0.088948787	0.504	-0.5913371	1.133333333	0.405660377	0.946341463	1.26010101	-0.837662338	1.787709497	0.947535771	1.697580645	3.412451362	-1.1875	0.740875912	0.696581197	0.408759124	0.561085973	-0.463414634	-0.101522843	-0.303317536	0.611940299	0.16509434	0.375	-1.158469945	-1.224358974	0.262798635	-0.882352941	1.089285714	-0.473684211	1.697530864	-0.702702703	-0.199074074	-0.466666667	0.45212766	0.32780083	-0.00952381	1.560311284	-1.036144578	1.717054264	-0.306930693	0.154450262	-0.122516556	0.047887324	-0.525083612	1.677033493	0.936046512	-0.12034384	0.928571429	1.423580786	1.739946381
Q96EC8	-1.977272727	0.40754717	-0.401639344	-0.222648752	-0.044534413	2.718875502	-1.028481013	1.127659574	1.269480519	1.813333333	-0.407027818	1.425465839	1.341463415	0.17519685	0.587692308	3.438297872	1.465346535	0.213530655	-1.811320755	NA	1.896995708	-1.054726368	-0.554421769	-1.616935484	NA	-1.835390947	1.217821782	0.228782288	-1.44813278	-0.6	-1.866666667	-0.755555556	0.388235294	0.245791246	NA	0.272321429	-1.119469027	-1.462068966	-0.427884615	0.040358744	0.360515021	0.677570093	-0.714285714	1.196	1.024482109	NA	1.919811321	-0.551219512	NA	-0.162337662	1.958100559	0.820349762	0.326612903	0.536964981	-0.544117647	2.065693431	0.145299145	-0.197080292	NA	2.248780488	-2.055837563	NA	1.370149254	0.367924528	1.043269231	1.459016393	NA	NA	-0.858823529	0.528571429	-0.142105263	-1.395061728	0.833333333	0.037037037	-0.473015873	1.579787234	0.253112033	-2.019047619	1.840466926	-0.072289157	1.503875969	-0.462046205	-0.062827225	-0.460264901	-0.121126761	-0.371237458	2.002392344	0.020348837	1.103151862	-0.30952381	-0.951965066	-0.482573727
A6XGL0	-1.172727273	-2.909433962	2.024590164	2.856046065	0.4048583	-3.180722892	0.107594937	-1.598784195	-2.698051948	-1.622857143	-1.355783309	-4.270186335	-0.81300813	-1.291338583	-3.224615385	-1.829787234	0.158415842	0.746300211	-2.641509434	1.011627907	4	-3.07960199	-1.408163265	-1.649193548	0.466942149	1.24691358	0.405940594	2.125461255	1.008298755	2.372222222	-2.943589744	1.877777778	-1.208823529	-0.63973064	-1.381294964	-3.580357143	-1.367256637	-0.844827586	-6.052884615	1.569506726	-1.454935622	-2.85046729	-2.212938005	-1.536	-4.557438795	0.195833333	-3.872641509	4.726829268	-0.252525253	-3.019480519	-2.932960894	-3.564387917	2.491935484	-4.984435798	4.856617647	-1.277372263	-5.846153846	0.718978102	-0.954751131	0.32195122	2.908629442	0.966824645	-1.280597015	4.037735849	0.995192308	0.256830601	0.891025641	0.051194539	0.568627451	-0.760714286	-1.089473684	0.172839506	-6.468468468	-5.101851852	0.352380952	0.313829787	-2.904564315	3.157142857	-2.474708171	-1.546184739	-0.503875969	1.633663366	-4.047120419	3.013245033	1.18028169	1.508361204	-0.758373206	-1.822674419	-3.206303725	1.066666667	3.493449782	-1.466487936
Q9BW85	0.181818182	1.279245283	-0.098360656	-0.084452975	1.327935223	0.935742972	1.648734177	0.577507599	1.925324675	0.156190476	1.387994143	1.161490683	0.414634146	1.736220472	1.427692308	0.285106383	2.702970297	-1.921775899	2.061320755	1.271317829	0.072961373	0.427860697	1.646258503	-0.399193548	-1.268595041	-0.621399177	3.099009901	-1.619926199	0.31120332	0.6	1.702564103	-0.962962963	2.682352941	-0.242424242	-0.14028777	2.459821429	-0.659292035	-1.931034483	0.221153846	-0.085201794	-1.583690987	0.803738318	1.517520216	2.924	1.517890772	0.629166667	-0.872641509	-0.009756098	2.767676768	1.642857143	0.195530726	-0.639109698	-1.032258065	-0.743190661	-0.492647059	0.675182482	0.175213675	3.00729927	0.099547511	-1.765853659	0.45177665	-0.507109005	-0.08358209	-1.5	-1.293269231	1.535519126	-0.695512821	2.47440273	0.694117647	-0.835714286	-0.436842105	-0.197530864	0.225225225	-1.842592593	0.355555556	-0.042553191	-1.124481328	-0.042857143	3.046692607	-1.397590361	-2.472868217	-1.455445545	-0.811518325	-1.155629139	-1.698591549	-1.163879599	0.61722488	0.35755814	2.733524355	-0.761904762	0.231441048	0.407506702
O15498	1.718181818	1.603773585	-1.43852459	1.124760077	-1.384615385	-2.144578313	-2.636075949	-0.401215805	-2.038961039	-0.64	-0.992679356	-0.98136646	-1.325203252	0.496062992	-0.409230769	0.055319149	0.752475248	1.558139535	0.41509434	0.011627907	-0.545064378	3.542288557	-2.629251701	2.725806452	1.020661157	-0.765432099	-0.00990099	-1.52398524	1.647302905	0.083333333	0.815384615	1.025925926	1.064705882	0.804713805	-1.694244604	1.794642857	2.482300885	1.393103448	-0.245192308	-0.744394619	-1.266094421	2.481308411	-1.795148248	0.088	-0.143126177	1.404166667	1.985849057	-0.707317073	0.462121212	2.12987013	-0.097765363	0.871224165	-0.741935484	2.073929961	-1.323529412	-0.299270073	0.081196581	-0.689781022	2.475113122	0.092682927	2.081218274	0.431279621	0.695522388	2.679245283	-0.788461538	-3.278688525	-0.301282051	-2.358361775	0.960784314	-1.289285714	-0.947368421	0.87037037	2.986486486	0.074074074	-0.13015873	1.920212766	-2.697095436	0.895238095	-2.155642023	-1.674698795	1.519379845	-0.392739274	-0.531413613	0.503311258	0.605633803	-1.013377926	-1.607655502	-0.316860465	-0.40974212	-1.328571429	2.781659389	-0.048257373
P49750	0.404545455	-0.539622642	0.450819672	0.09596929	1.538461538	0.987951807	0.544303797	-0.814589666	1.782467532	1.173333333	2.140556369	-0.338509317	-1.5	1.480314961	1.753846154	0.123404255	1.896039604	-1.169133192	2.108490566	1.325581395	0.575107296	-1.731343284	2.37755102	-0.592741935	-0.768595041	-0.70781893	1.727722772	-1.409594096	-1.468879668	1.4	0.405128205	-0.725925926	1.747058824	-1.262626263	-0.298561151	1.691964286	-1.181415929	-1.586206897	1.105769231	-0.421524664	0.163090129	-0.817757009	1.123989218	2.84	0.305084746	1.3625	-1.599056604	-0.029268293	1.232323232	-0.090909091	-0.586592179	0.441971383	-0.766129032	1.128404669	0.011029412	-0.098540146	0.136752137	2.427007299	-0.14479638	1.653658537	0.192893401	-1.18957346	0.665671642	-1.476415094	-0.596153846	1.475409836	-0.756410256	1.737201365	0.48627451	-0.078571429	-1.073684211	-0.771604938	0.833333333	-1.768518519	0.082539683	0.70212766	-0.763485477	0.719047619	0.976653696	0.084337349	0.317829457	0.03960396	0.070680628	-0.536423841	-1.002816901	-1.073578595	0.346889952	1.24127907	2.329512894	-0.923809524	-0.598253275	0.305630027
Q96TA2	-0.945454545	0.418867925	-0.553278689	1.604606526	0.145748988	-1.891566265	-0.132911392	-0.300911854	0.642857143	0.35047619	0.477306003	0.037267081	1.382113821	-0.13976378	0.249230769	0.940425532	0.846534653	-0.708245243	-0.528301887	0.519379845	1.120171674	-0.850746269	0.027210884	-0.435483871	-0.615702479	0.358024691	1	-1.461254613	-0.601659751	-0.727777778	-0.343589744	-0.262962963	0.179411765	-0.239057239	1.323741007	-0.209821429	0.044247788	0.165517241	-0.918269231	-1	0.502145923	0.093457944	-0.778975741	-0.696	-0.369114878	-1.354166667	0.108490566	-1.092682927	-0.300505051	-1.766233766	-0.117318436	0.066772655	-0.943548387	-1.143968872	-0.474264706	-0.525547445	-1.230769231	0.5	-0.515837104	-0.009756098	-0.395939086	-0.303317536	0.928358209	0.320754717	-0.533653846	1.316939891	0.740384615	0.778156997	-1.88627451	-0.110714286	0.247368421	-0.851851852	-1.45045045	0.162037037	0.104761905	0.659574468	-1.161825726	0.047619048	1.077821012	-1.34939759	0.856589147	0.808580858	0.253926702	-0.036423841	-1.270422535	-0.35451505	0.638755981	-0.659883721	0.684813754	0.576190476	1.585152838	0.428954424
Q5VVQ6	0.359090909	2.969811321	6.520491803	5.032629559	-1.392712551	1.457831325	-1.462025316	-2.802431611	-1.198051948	-1.001904762	0.477306003	-3.388198758	-0.024390244	1.281496063	-0.889230769	-0.923404255	-3.51980198	-2.226215645	2.268867925	2.88372093	5.17167382	0.751243781	-1.925170068	-0.834677419	-1.272727273	5.818930041	1.430693069	2.896678967	-0.365145228	1.322222222	3.487179487	-0.9	-2.394117647	-0.464646465	-0.291366906	-0.745535714	-3.092920354	0.882758621	-2.269230769	-2.668161435	3.128755365	-0.378504673	-0.221024259	-2.184	3.423728814	-3.533333333	-0.212264151	4.102439024	-1.234848485	-1.285714286	-1.787709497	-1.707472178	3.096774194	-2.754863813	2.908088235	2.547445255	-3.153846154	0.729927007	-0.085972851	-4.03902439	-0.979695431	0.81042654	-2.591044776	-0.726415094	2.509615385	1.841530055	3.028846154	-1.290102389	-0.4	-3.010714286	-1.368421053	-1.790123457	-3.315315315	-0.083333333	1.93015873	-1.45212766	0.800829876	0.885714286	1.159533074	-0.987951807	-4.166666667	6.108910891	0.515706806	-0.51986755	0.338028169	2.919732441	-1.688995215	-1.465116279	0.595988539	3.79047619	-0.982532751	-1.501340483
Q96QA6	NA	-1.569811321	1.020491803	-0.391554702	NA	-0.927710843	-0.082278481	-1.693009119	-1.172077922	-0.815238095	-2.477306003	-0.127329193	-1.508130081	1.131889764	-1.424615385	0.004255319	-0.301980198	-0.027484144	NA	1.848837209	-0.429184549	-1.447761194	-1.030612245	0.758064516	-0.917355372	0.300411523	-0.237623762	2.992619926	-1.933609959	0.444444444	-0.917948718	0.1	-0.75	0.013468013	0.215827338	-1.035714286	0.057522124	0.444827586	NA	-0.00896861	-1.686695279	-2.799065421	0.471698113	-1.492	-3.220338983	0.141666667	NA	0.03902439	-1.876262626	NA	0.122905028	-1.965023847	-0.366935484	NA	1.647058824	-1.054744526	NA	-1.047445255	-1.823529412	0.087804878	-0.614213198	0.260663507	1.301492537	0.235849057	1.326923077	NA	-1.381410256	-0.296928328	-0.388235294	-0.392857143	-0.494736842	3.104938272	NA	NA	2.657142857	-0.787234043	NA	-0.676190476	-1.112840467	1.473895582	-1.686046512	NA	NA	1.605960265	1.583098592	NA	-1.081339713	0.031976744	NA	0.352380952	1.013100437	-0.249329759
