	TW688	TW689	TW690	TW691	TW692	TW693	TW694	TW695	TW696	TW697	TW698	TW699	TW700	TW701	TW703	TW704	TW705	TW706	TW707	TW708	TW709	TW710	TW711	TW712	TW713	TW714	TW715	TW716	TW717	TW719	TW720	TW721	TW722	TW723	TW724	TW725	TW726	TW727	TW728	TW729	TW730	TW731	TW732	TW733	TW735	TW736	TW737	TW738	TW739	TW740	TW741	TW742	TW743	TW744	TW745
Q9UNW1	NA	-0.321966199	-1.082399773	-0.389507776	-0.899982769	-0.050754625	-0.803350231	-0.080695815	-0.9665395	0.84105432	-1.986795742	-1.105541326	-1.53246592	-0.559008663	0.04955361	-2.093362119	-0.547533537	-2.082065885	-0.802226315	-2.00254715	-2.620167873	-0.981998537	-1.401806275	-2.092320896	-1.79039144	-2.209183517	-1.015805298	-1.205061292	-1.300568688	-2.263000191	-1.840334759	-1.186369204	-1.763007297	-1.500716049	-1.422558564	-1.874763262	-0.705373467	-1.926335707	-2.248126454	0.29910972	-1.395858797	0.697019151	-0.726234043	-0.178271565	-2.89877025	0.275887537	-1.989084459	-0.45190905	-0.346144163	-2.434814921	-0.958237837	-3.098805155	-2.404757361	-3.266775701	-0.774930592
Q9UNW9	-3.808329138	-1.152578549	-1.906090058	NA	-3.304972927	-2.385995288	-1.544615496	-2.810845205	-1.77817684	-2.058183448	-1.930835467	-2.00033319	NA	-1.508567508	-2.610758843	-2.097853846	-2.439049119	-3.209370988	-1.546006155	-1.996911107	-1.9465385	-2.160866685	-2.292469532	-2.715851098	-1.93861506	-4.074301415	-2.770045039	-1.090906267	NA	-2.810169035	-3.86712601	-2.191461508	-2.22727102	-2.448838945	-2.398512748	-3.752492439	-2.763883072	-3.137888914	-2.761801047	-0.607287314	NA	-1.596340827	-2.255541583	-0.911138235	-3.482089214	-2.334269534	-2.60639572	NA	-1.393426048	-2.540864453	-2.943562612	-3.169769516	-3.031139944	-2.766816664	-0.577301137
Q9UNZ2	2.075093724	1.350305728	1.272353042	0.88051629	-0.227137068	0.879855111	1.177266198	-1.109906001	2.31541344	0.498158032	1.286782239	1.146102204	-0.994866931	1.270830164	1.975932544	1.317298327	1.474790184	1.707102674	1.299048999	0.5781369	1.499029044	1.694847896	1.206202644	1.672844712	2.287156333	1.956419532	1.144932629	0.405500193	1.554707514	2.181728441	1.463553073	-0.820532745	1.220181336	0.393299104	0.97513196	2.35976534	-0.98157312	2.858020326	1.469345603	3.48990725	2.442138926	2.052741776	1.986671314	1.265029185	3.093770233	1.917245473	0.970725223	2.320019378	2.196474978	2.312292485	2.117193494	2.640531344	2.396868579	2.306658332	1.814176415
Q9UPA5	3.246064549	-2.103872474	0.310700258	NA	NA	NA	-0.826881293	-2.907042876	-4.596326672	NA	3.250577244	-1.414349815	-1.459385466	0.197649241	-1.965375451	3.257034498	NA	-1.924100101	-4.494747112	-0.545282407	1.48965935	-3.809302354	2.306178971	3.008144961	-0.252468839	3.944469762	-3.06111709	-1.255594959	-1.657233468	3.325772209	0.803307941	-3.476847819	0.747679114	1.793184945	2.285780725	-0.972366159	NA	4.50611554	-2.815590773	-3.870128871	-2.632064794	-0.703236689	-1.670241542	-3.124083787	4.456352671	-1.650234921	NA	-1.996832776	-0.238331221	4.834672195	-3.218437853	-0.091424328	2.679697306	3.011191189	-1.77172987
Q9UPI3	NA	-1.442994588	-1.27128691	0.107148118	-2.1516756	-2.562126439	-3.70656064	-4.310878024	-0.466542152	0.658765056	NA	-1.563597617	-1.59530492	-2.260506511	-2.175626107	-4.199979961	-1.120532856	-1.792130433	-1.646289398	-3.01429884	-3.817415221	-1.072946236	-2.21688572	NA	-1.999355155	NA	0.002678934	-2.671271273	-2.028646244	-4.49816037	-1.133411116	-1.48182751	-2.564963921	-2.044864168	-0.274483021	-2.422084879	-1.634725174	NA	-0.932726765	NA	NA	-1.084057955	-0.942897725	-0.104395472	NA	-1.331424369	-0.010602465	-2.033971058	-3.635428658	NA	-1.721982944	-2.894758005	NA	NA	-4.276989169
Q9UPN3	-0.801860444	0.914332762	0.593021197	-0.527586633	0.766491825	1.044107832	0.633813891	1.868219793	-1.45567322	0.516538192	0.374672468	0.512126993	0.470940625	-0.060071971	-0.179981159	0.831154737	1.358538064	0.459803194	0.739046264	1.702983662	1.540716647	1.105337161	0.556627541	0.871088332	1.060656968	-0.581195998	0.608979805	0.815624373	-1.345435693	0.328993367	-1.442725946	0.581321007	0.742846172	0.853883797	0.372427634	0.136435588	0.594663923	0.622551596	1.155150741	1.221254099	-2.002323612	0.348554691	-0.566227716	1.118541002	0.382535752	-0.105370994	0.098776206	-0.602370716	0.116495501	0.837452543	1.170773111	-1.559921541	-0.680074545	-0.113539991	0.982919865
Q9UPN7	-1.881690504	-2.260224186	-1.701231863	-1.578726459	-1.00056069	-1.962911861	-1.336416952	-1.261605564	-3.014363941	-1.124486965	-2.146266192	-1.61287492	-0.372459049	-1.501407247	-2.025858537	-2.237482112	-1.47844027	-2.083562577	-1.569128029	-1.853886134	-1.713050038	-0.752719303	-2.084139779	-1.969965936	-1.564469094	-2.580951351	-1.398561856	-1.248439589	-2.812483005	-1.696914845	-2.760514902	-1.509682469	-1.354101123	-1.357525233	-2.277381126	-1.313789425	-1.019085416	-1.995363183	-1.054317099	-1.213501193	-3.07354791	-1.774439978	-2.038442622	-1.97405915	-2.356567324	-1.844027101	-1.182013595	-2.478401977	-1.381432465	-2.766912788	-1.294879149	-2.492162582	-2.338853366	-1.589781652	-0.535894553
Q9UPP5	3.215569039	-1.748151166	-0.555197855	NA	NA	-2.887936279	-0.559497889	NA	-0.762402168	NA	2.519716915	-0.555384673	NA	-0.591925294	1.26203672	1.723300282	-3.687105405	1.33719068	-2.074804494	-1.102241174	-0.530816114	-3.698895351	1.414984384	3.433408939	1.037068196	3.936837005	NA	-1.936220635	-0.138631929	3.495074621	2.295419857	NA	0.098727788	0.286523522	1.926818342	1.194862206	NA	4.500144715	0.333626956	-0.576781534	3.121504761	-0.859813103	1.850386781	-1.443118719	4.611648253	0.572464822	-3.075103694	-1.747421416	0.276240552	4.627676467	-1.204879638	2.065385246	3.468515133	4.461134637	-2.357516723
Q9UPQ0	1.254705204	-1.595026201	0.588318649	-3.598177532	-3.252598831	0.489530846	-0.920568179	-1.003098608	-0.223116586	-1.73958691	0.516633966	-0.297842844	-2.446020977	-0.67956186	2.088064397	0.2685103	0.282477988	1.621542163	0.964729361	-0.798892886	0.371395144	-0.008287368	-0.062451122	1.336947704	1.038012096	0.654899989	-0.769130791	-1.181772183	1.337317613	0.875223216	0.904579616	-1.489402611	0.308386148	0.214745755	0.720728465	1.055086812	-2.315251365	1.884146472	1.50482202	1.816305879	1.779457371	0.340116896	2.124697545	-1.686132561	1.867400716	0.445901383	-0.947638282	-1.576988618	0.671661256	1.702733914	0.565761337	3.652182401	0.125043362	1.672234325	-0.599764776
Q9UPQ3	-0.985073027	-2.508231728	-2.415891233	NA	-1.839235675	-1.556662299	-1.599301004	-1.670655763	-2.655411855	-3.685305809	-0.261778944	-1.902312789	-1.956458119	-2.228298899	-3.129127712	0.149357711	-1.808021641	-1.961468281	-1.773085403	-1.485357199	-0.238242841	-2.509812043	-0.541910318	-0.296144836	-1.138885711	-0.27244467	-2.256152023	-0.748616156	-1.772791633	-0.833037041	NA	-1.32486949	-1.855043397	-1.201188094	-1.549100694	-1.593954025	-2.439338195	-0.386091484	-3.030341223	-1.975555677	NA	-2.315546611	-2.261559223	-3.339706425	-2.025855871	-2.031650113	-4.371083167	NA	-1.058171501	-1.197830337	-1.625919194	-2.510706605	-0.753974503	-0.269157343	-1.850284381
Q9UPQ9	0.030512385	-2.550378336	-1.963375121	-2.928762941	NA	-1.61926737	-0.16763643	NA	-0.44984175	-2.406331936	-2.586422183	-0.972378524	NA	-2.842518157	1.374596585	-2.131951404	-1.094165308	-1.002770168	-0.671531129	-3.456092775	-2.223910962	-1.854516873	-1.071251469	-0.176087964	-1.165631685	-1.098402826	-1.627938385	-2.43515432	0.311270527	0.426274038	0.87134452	-3.930998461	-2.485234907	-2.750953241	-0.242593984	1.550692287	NA	0.957251945	-0.102947107	1.466355132	0.00464705	-1.288478956	0.038990945	-0.714076201	1.663406757	-0.62810668	-1.541920247	-2.229292172	-1.934030983	0.746306222	-2.056956941	1.126998687	-0.408825912	0.886506366	-2.171093664
Q9UPR5	2.977585389	0.318868581	1.965049205	-2.106893958	-3.129347186	NA	-0.22441803	-1.988935085	-1.78187397	NA	3.291610167	-0.131199872	0.632922863	0.872073606	NA	4.266006323	-3.604999258	0.076252238	-4.267012828	-0.228080321	2.67534271	-2.29390485	3.05155671	3.006303134	0.049504619	3.037067181	-1.001640577	-0.596221343	-1.850290419	4.631359196	0.752756706	-3.768068003	1.538273803	2.422108394	1.836538563	-1.755474607	NA	4.097944995	-2.388598653	NA	NA	0.478567707	0.157410095	-2.620151354	4.24672036	-1.77134696	NA	-1.17440459	1.647471908	4.425420118	-2.36967029	0.239852451	3.707566833	3.571619404	0.061426376
Q9UPT5	-2.522668132	-1.742392569	-1.100761351	-2.024270393	-1.483670571	-1.052631701	-1.084993446	0.282342816	-3.112424753	-0.986246679	-1.133430817	-1.722594258	-0.663597671	-1.551079627	-3.004604193	-0.277763626	-1.226673384	-1.930651209	-0.989764023	-0.402010515	-0.266606587	-0.467977782	-1.370673005	-1.097217332	-1.17023355	-3.048715702	-1.284627589	-0.390542588	-4.61704664	-1.188585671	-4.136555078	-1.376777567	-0.987910411	-0.491147084	-1.666447926	-1.494992963	0.026459609	-1.945573071	-0.884070669	-1.816532008	NA	-1.624739231	-2.887844032	-1.192648261	-1.913046742	-1.910672871	-0.741285783	-2.546887461	-1.2132983	-1.474516694	-1.217779141	-3.070101284	-2.626196403	-0.96306752	-0.538871918
Q9UPT6	0.814494459	-0.207920289	-0.264438106	NA	-0.024997388	0.06134266	-0.201401263	-2.485177495	-1.191081035	NA	0.774335875	0.307377152	-0.894638459	-1.212679804	-0.484997796	2.44447021	-1.730655206	0.870171042	-1.577749837	0.387761316	0.617113221	-1.678728089	0.35001764	2.089104405	1.171830968	1.015091127	-0.732396884	0.851178631	-1.948437084	1.95804868	-0.678717865	-1.214810267	0.879824251	0.554450101	0.990155692	0.442827904	-1.698141577	1.731294703	0.299453363	0.547784464	0.458410786	-0.459430396	1.299975339	-1.281933312	1.638064732	-0.305291863	-2.686012236	0.509112261	1.359824863	1.526614924	-0.309473426	-0.109139785	0.422459942	1.589689913	1.443443787
Q9UPT8	-0.019557605	-0.032879707	-0.51713047	-2.222524392	-4.745333437	-0.995765377	1.194363442	-2.348786004	1.038960364	-1.473646444	-2.343381359	-0.126114345	-3.026202735	-0.6575238	1.49321008	-2.84296407	-0.348570528	0.075210011	-0.150381516	-2.449164949	-2.394536745	-0.742108973	-0.716770046	-0.68947055	-0.05946597	-0.567040593	-1.597405719	-0.707636938	1.956542457	-0.693136659	1.779528478	-3.305225169	-1.47403605	-2.184131993	0.184553744	1.032764858	-2.915566401	0.488218482	-0.291111598	2.303417167	0.817221705	1.428063245	1.317639687	0.129420287	0.562264575	1.500650976	-1.252712454	-1.627344172	-1.27135592	0.13436722	-0.457159025	1.600446664	-0.667552236	-0.674690405	-1.311925055
Q9UPU5	-1.554443078	-1.242118762	-1.34612126	-1.421232604	-0.709409276	-1.214589428	-0.23130138	-0.000573083	-2.089450942	-1.029505855	-1.616462772	-0.823182147	-0.131058358	-1.256290284	-1.882845583	-1.066382412	-1.060753668	-1.502415981	-0.269544358	-0.80967622	-0.732257515	-0.464594705	-1.312387157	-1.488761592	-0.34407034	-1.753756268	-0.50512299	0.436291512	-2.713760417	-0.992775844	-2.176737366	-0.564088884	-1.046388626	-0.559856993	-1.658769261	-0.70130107	-0.056523842	-1.94598715	-0.787026809	-1.350014513	-2.620250809	-0.321274007	-1.633525894	-2.319591601	-1.945808112	-0.524439349	-0.702250646	-1.965124462	-1.214894777	-1.880718702	-0.665220337	-2.192626762	-2.217922738	-1.50816928	0.440907627
Q9UPV7	1.9648729	-0.833190212	1.138276062	-3.1167955	-5.201525024	NA	-0.533035812	-1.957230743	-2.012465478	NA	3.401640691	-0.223247374	-0.287895177	0.711021338	-4.820161204	3.238826682	-3.978553797	-0.049368478	-3.565725158	1.274388264	2.599299855	-2.913847385	2.524873049	2.767471158	-0.091501296	2.684416562	-1.613682385	-0.191535774	-1.81837711	3.208517531	0.17396417	-3.477466624	1.500811779	1.969829618	1.123797019	-1.335803921	NA	2.709730008	-2.387669245	NA	-1.57402653	-0.461916033	0.127971287	-2.311861073	3.147434163	-0.255415879	-6.032811831	-1.144512425	1.224795662	2.894693732	-1.942492498	-0.481414945	2.580090927	3.417705747	0.007194163
Q9UPW5	-2.617589956	-2.43567642	-3.497499086	-3.427394152	-3.626001391	-4.41593023	-3.997285523	-3.769817323	-4.095902663	-2.289521156	-1.688013183	-2.577597553	-1.371278158	-2.960006724	-3.927508502	-1.468679928	-4.054390161	-2.569726807	-3.807129412	-3.381380282	-2.154786495	-3.896520104	-3.507097683	-2.213770199	-2.353652559	-2.114694167	-4.960800518	-1.850233005	-4.212587121	-2.011847143	-3.781846571	-3.802139086	-2.472313822	-3.285302581	-3.258849914	-3.393687001	-4.216559321	-2.170370247	-2.78355152	NA	-4.323682545	-3.662716384	-2.84571625	-3.531880971	-2.648697609	-3.508422722	-3.408060465	-2.586589032	-2.089952009	-2.166456356	-3.542716115	-4.137252901	-3.087831097	-2.251490103	-2.26013254
Q9UPX0	1.04012127	-1.905614351	-2.537093447	NA	NA	-3.030302498	-2.813011146	NA	-2.666897968	NA	0.949822676	-2.994911028	-3.348048296	-2.468957053	-3.054541053	0.117906763	-7.007723482	NA	-3.791728611	-3.369676599	-0.292368079	NA	0.194656824	0.134403723	-3.245769195	1.103634562	-2.796060297	-3.038570941	-3.572976653	0.519507434	-1.831599889	-4.065247524	-1.455029246	-1.167519967	-0.352187224	-3.8165444	NA	1.238582672	NA	NA	-3.582872335	-2.008462586	-2.808995785	-4.840081198	1.436509728	-1.919240172	-4.989134415	-2.743009282	-2.769126504	1.544687239	-4.219445082	-2.595096919	0.539922369	0.36277462	-2.564498445
Q9UPY6	1.36602008	-1.969935541	0.853319582	-3.239387377	NA	-2.616046777	-2.124485819	-3.124024201	-0.774696084	-2.45896477	1.657203919	0.126217995	-2.484117403	-0.646767615	-0.523251624	1.282668236	-2.121823987	-0.464877114	-2.940749171	-1.455147037	0.272417883	-2.005423225	0.418294834	1.618855197	0.068961918	1.781332587	-1.306207776	-1.281116292	-0.924220439	1.671547325	0.4621814	-1.084840179	-0.042434393	0.650880597	0.863726088	-0.175641207	NA	2.290342257	-0.518427266	-0.949678405	0.74711503	-1.547920757	0.570930179	-2.189441796	2.227780253	-0.532957045	-1.53819498	NA	0.496096089	2.063523237	-1.123088929	-0.260158186	2.30963936	2.384526089	-1.468754296
Q9UPY8	1.421818108	-1.949817564	-0.179629571	-1.912514646	-0.896739494	-1.643367685	-1.582274041	-2.424455842	-1.233252362	-2.983441169	1.88268279	-0.177135604	-1.472658288	-0.815175652	-3.166260604	2.292866456	-1.769496272	-0.200032448	-3.026415886	0.011272589	0.863470166	-2.359400971	1.050759488	1.408615386	0.450809201	1.187957261	-2.150841754	-0.54796386	-1.374750879	0.969979382	-0.206626561	-2.41358659	-0.136197714	0.265352263	-0.236054342	-0.920827015	-2.021805415	0.42524279	-1.517482719	NA	1.020982056	-1.650302877	1.361208305	-1.45444783	0.466749328	-0.831910881	-1.813644969	-1.780270982	1.115783948	0.81471044	-0.693358692	-0.157764515	1.144569458	1.664717997	0.156441604
Q9UPZ6	-1.096030928	0.806711325	-1.309486433	NA	NA	-1.851361677	-0.573426476	NA	-1.899269255	NA	-1.654353881	-1.997505464	NA	-2.494215785	-0.999746764	-0.595792831	-2.646841771	-3.164443437	-0.671411003	-1.652303626	-2.581555285	-2.533246005	-0.883543283	-1.880205621	-0.922770806	-0.258767494	NA	-3.241907028	-4.190023116	-0.360976275	0.03946049	-1.381955021	-0.376631717	-0.667382768	-1.239304507	-0.346331247	-2.995092869	-0.387100252	-1.805281609	-1.479406674	0.670974668	-1.545498521	0.055203162	-3.164822847	-1.567409536	-1.105157158	-2.189217948	-2.494180312	-2.602790781	-0.659998563	NA	0.73530331	-1.332613302	-2.682855631	-2.648435598
Q9UQ03	1.233721106	-0.592581897	1.208606496	-0.024065483	3.267464019	1.092496764	1.651943687	1.505331414	-0.021695827	0.01526338	1.963971533	0.470162559	0.68808063	0.550796697	-0.317734908	1.472830879	2.270775085	0.774449533	1.292804712	0.735732478	2.580871026	0.918771131	1.517680841	1.995082102	0.71958971	1.063605073	1.394507207	0.749107302	-1.069191612	1.158084886	-0.270456679	2.025282313	1.365750683	2.530727583	1.366791334	0.814302371	1.912553664	1.114162005	1.464934756	0.090719119	-0.573847205	0.824035912	0.634500422	0.352442868	0.645491963	-0.236853006	0.932837331	0.907600055	1.251941031	1.455858085	2.407058838	0.439634012	0.51436125	1.58950198	1.229063
Q9UQ13	-1.756345925	-3.503983157	-2.931742116	-3.362594228	-0.758688628	-1.739717145	-3.140008065	-4.308253027	-4.313051456	-2.173064888	-1.553395983	-2.681860702	-1.400860487	-2.458346753	-3.493803096	-0.824532904	-2.69305333	-2.670816294	-3.928303813	-1.794135769	-1.965409842	-2.13011404	-2.128839587	-1.803162829	-2.742080816	-2.078483325	-2.547165113	-2.173365028	NA	-2.392244717	-3.137069722	-1.374642968	-1.455474114	-1.72400077	-2.010752224	-3.386314429	-1.27869489	-1.910840022	-3.327589498	NA	-2.578867523	-4.606210292	-2.528388623	-2.980858592	NA	-3.630197799	-3.004947187	-1.811724394	-2.099022087	-2.264105608	-2.439104374	NA	-3.595382619	-2.452657609	-2.863508395
Q9UQ16	1.303312953	0.885289566	0.342052051	-2.676960369	-0.53728308	-0.240201327	0.100288505	-1.162818147	-0.496608138	-1.877851879	2.766832758	0.845239167	0.147422473	0.594363228	-1.137047674	2.52140936	-1.921788486	0.808553118	-1.597778118	0.206748405	2.157132817	-1.960098083	1.527666809	2.155244827	1.57786667	1.713529433	-0.961372983	1.980054749	-1.926255177	1.676167413	-0.426779868	-1.945358099	0.92210058	1.013733435	0.36596402	0.688954611	0.372299896	1.607631592	-0.318536715	-2.488211693	0.179762567	-0.128156886	1.328141353	-1.617532092	0.95181175	0.195361352	-1.892986462	0.51649319	2.004537131	1.659823922	0.110557086	0.023124099	0.838562364	1.927531641	1.683503303
Q9UQ35	1.372841346	2.668552487	2.036738554	0.346812432	-0.44870092	2.508622093	3.490983957	-1.327579182	3.336428874	1.890610854	-0.0411549	2.231827013	-0.838340445	1.271350818	3.337410628	0.370054295	1.992392712	2.292487072	2.8010583	1.570080445	0.659909522	1.609985728	0.759192837	0.356315179	1.927182281	0.54284751	0.635839986	1.841242582	3.30134579	-0.270400952	2.019010822	-0.38953127	0.07730891	0.272343667	2.533031995	1.852060479	-0.705928803	1.409675802	1.340060538	4.035468279	1.644928135	3.402994827	3.352692195	2.436778224	1.457654161	2.53269459	0.64951287	-1.823348347	1.885557711	1.996000848	1.970916376	2.57837766	-0.865588366	-0.659926458	0.869221117
Q9UQ80	0.882195196	2.850921287	1.231216269	1.426459878	2.977395494	2.311501833	2.974280762	3.471555118	0.928897979	1.812235714	1.432697842	1.468763425	2.253081206	2.233429832	1.233843179	1.463163699	2.02740497	1.298440571	1.92011171	1.898410982	1.745199179	1.699574414	1.749197251	1.530127498	1.751539232	1.074728789	1.998337587	2.848068566	0.798971646	1.258814272	1.239444186	2.571491656	1.497533241	1.914030683	1.275395692	1.532300754	3.564250614	1.105837783	1.309155938	2.20970197	0.557024459	2.016375732	1.291549584	2.103493836	0.952302594	1.684701252	1.701888893	2.007351236	1.80830389	1.022177693	1.686356375	1.019751007	1.21792579	1.373094285	2.63581453
Q9UQB3	0.832099368	-1.943706293	1.225215315	-2.294813175	-2.177322023	0.807304405	0.582054795	-0.907386522	-0.633031585	-1.827475356	1.113280591	0.759532662	-1.954484707	-0.498096724	0.466796575	1.426961982	0.830119169	0.360089317	1.220840733	1.290610485	1.846979582	0.986409899	0.976746547	1.211511048	0.731801652	0.852179714	-0.477852801	0.647396966	0.321073496	2.010560917	0.258909334	-1.196800828	1.278938838	1.68973267	1.934762088	0.993888529	-1.731107574	2.048760131	2.124430261	0.201828952	-0.296974889	-0.108933412	0.983305837	-0.830738382	2.37664694	-0.870106655	0.635915859	-2.573580405	0.170995168	1.648795154	0.592657836	2.270800087	1.323643377	1.852130063	-0.184042748
Q9UQB8	2.567208196	-0.256830378	1.295699833	-0.489143486	-1.893956974	-0.759453421	0.337281468	-0.394103105	0.32212615	-1.134252565	2.833151959	1.060192942	0.203465929	0.504503841	1.358014441	3.884762437	0.151268035	1.088333171	-0.532533455	0.474298831	2.511711928	-0.163861669	2.264963496	3.011936996	0.915375292	2.926396129	-1.707993744	0.917374731	0.917607127	3.134927289	1.266982596	-1.607939926	1.071603973	1.301320999	1.648360921	0.541641715	-0.541835782	3.892669732	-0.077959315	-0.417548881	1.081165952	-0.048510746	1.950851049	0.400584498	3.716218831	-0.714898347	-0.707511834	-0.724059679	2.210057483	3.658332606	0.099045936	1.723956126	3.068547755	3.409422009	0.978049264
Q9UQE7	NA	0.768184704	-1.996218475	-0.800223257	-0.110728505	-0.498901127	-0.005735759	1.114526386	NA	-0.808055598	-3.288987183	-1.565788437	0.595128968	-0.779532062	-2.948094867	-2.649208295	-2.411281624	-2.602562257	-1.239738493	-0.645345817	-1.04157943	-1.721419554	-2.368601433	-3.185789304	-0.733028648	NA	-1.18639879	0.517556054	-3.731753387	-3.550267715	-2.911749328	-0.141550057	-1.687659696	-0.718106077	-1.391507118	-2.570394603	0.929366996	-3.165331361	-2.394467048	-1.31527199	NA	-1.892347767	-3.360356912	-1.067935821	-4.411862614	-2.867052114	-1.154869751	-0.656084642	-2.826816583	-2.980622061	-1.590643827	-2.445418171	-4.483093462	NA	-0.484658617
