	TW688	TW689	TW690	TW691	TW692	TW693	TW694	TW695	TW696	TW697	TW698	TW699	TW700	TW701	TW703	TW704	TW705	TW706	TW707	TW708	TW709	TW710	TW711	TW712	TW713	TW714	TW715	TW716	TW717	TW719	TW720	TW721	TW722	TW723	TW724	TW725	TW726	TW727	TW728	TW729	TW730	TW731	TW732	TW733	TW735	TW736	TW737	TW738	TW739	TW740	TW741	TW742	TW743	TW744	TW745
Q9ULR0	-1.263924617	-0.114610876	-1.601687936	-2.568276915	NA	-1.676341245	0.07583811	NA	0.448870972	-2.205189066	-3.7340169	-2.760827124	NA	-1.595499121	0.572009893	-4.137327958	-1.352525765	-2.69765056	-1.800056756	-3.417980335	-3.72378534	-2.408325999	-1.520724334	NA	-1.560888956	-2.698035987	-2.248767146	-2.205189684	0.695789332	-2.366505332	-1.543469209	NA	-2.674375252	-5.068771933	-1.469046608	0.024075393	-4.464015987	-1.33770107	-3.726240596	0.627528779	-0.108216056	0.775997585	0.106531948	-1.140296469	-1.655567189	0.102843315	-2.072534306	-2.092728635	-2.907495712	-2.047195291	-2.461869448	0.056559396	-1.371833523	-1.994061294	-1.942661787
Q9ULR3	1.230520657	-1.821529545	-0.976390291	NA	NA	NA	-1.783621926	NA	-2.99430959	NA	2.032900704	-1.161305252	-2.198341862	-0.605656149	NA	1.943082381	-4.001820437	-0.735758239	-3.811483623	-0.288079275	0.88673298	-3.601242092	1.197956234	1.196381476	-0.555533441	1.614988529	-3.617221982	-1.148550695	-3.387431948	1.262039676	-0.281581676	NA	-0.02468911	0.579721396	0.210401689	-1.680424487	NA	1.48330951	-2.313851106	NA	-0.732299044	-1.366596144	-0.024575585	NA	0.950104975	-1.824944864	-3.059136629	-1.185227765	0.403198659	1.461563918	-2.58226426	-1.202885856	1.34603336	1.429899721	-1.988652631
Q9ULT8	-2.440848609	-2.203918319	-2.235558045	-2.660039101	-2.35793273	-2.136016585	-0.584197963	-0.448294805	-2.906869428	-1.596370197	-2.296552502	-1.526267754	-1.625394712	-2.338769497	-2.92855969	-2.088012239	-2.232691487	-2.607219027	-1.76585601	-1.466800596	-1.701250997	-0.799059609	-2.976043262	-1.655049579	-0.99252918	-2.485199613	-1.902883654	-1.192410045	-4.11548138	-1.954240328	-3.177224108	-2.294844707	-1.893923501	-1.553968264	-2.482107181	-1.387417237	-0.753112161	-2.6532329	-1.878017882	-3.276935781	-2.817325178	-1.731205156	-2.297078396	-2.466313818	-2.731619378	-2.256547307	-1.769061857	-1.484342653	-2.158175246	-2.353443382	-1.709843418	-2.87166296	-3.734407937	-1.718754026	-0.890199057
Q9ULU8	1.869367222	-0.615546179	-0.048562694	-1.367694955	-0.343679103	-1.571348387	-1.252563165	-3.238963045	-1.574897717	-0.252600453	2.638031159	0.012416147	0.342511506	-0.073661177	-1.501493311	2.861971296	-3.341301051	-0.206668657	-3.143205882	1.110855707	1.679284818	0.161699761	1.59731307	2.098159866	0.269038326	1.944277803	-0.703296367	-0.585492075	-1.612786719	2.164710403	-0.602684735	-2.04635575	0.585377762	0.631950882	-0.300587759	-1.059472302	-1.411804491	2.069424857	-1.762425246	NA	0.592261695	-1.473766789	0.357395245	-1.555328462	1.47056423	-1.276603306	NA	-0.367903074	0.897886654	2.180409918	-0.816279445	-0.890121964	1.617276768	2.665196347	-0.747220715
Q9ULV4	1.43282345	2.884433081	1.894562354	1.747971418	1.592435367	2.817125532	2.025610859	1.754582154	1.089727509	2.394891877	1.926150963	2.081347335	2.225450661	2.096218614	2.31609765	2.414411352	2.050829929	1.545748859	2.085546536	2.653221286	2.792119018	1.994886209	2.022994501	2.062326996	2.795157947	1.328523388	1.941312909	3.38862257	1.144232777	1.884465756	1.400577453	1.766540718	1.814396112	2.154650364	1.739712755	2.670469277	2.52882263	1.375273226	2.178681981	1.663205599	0.509699498	2.653571161	1.293793145	2.565312515	1.307158883	1.803044458	1.993934903	0.450231097	2.462724185	1.714861198	2.524692093	1.083604041	1.626671172	1.802909391	2.622161404
Q9ULX6	-2.547463644	0.551066462	-0.926193025	-2.790993055	-2.858692525	-1.08997474	-1.959779738	-1.79908521	-0.43775336	-2.131671574	-2.964223261	-2.772361124	NA	-0.758774055	-2.314099554	-2.615463324	-2.095236775	-4.086391339	-1.347513087	-1.758191463	-3.288385442	-2.385057991	-2.506988219	-3.544898138	-2.247114354	-3.839898994	-1.807960614	-1.532360293	-1.479896963	-3.98386784	-2.182232092	-2.898276768	-3.023837196	-2.655878773	-2.482538643	-3.244638052	-0.502738719	-4.301562306	-2.645374861	-0.975555677	-3.214669172	-1.073218156	-2.548624153	-2.71332895	NA	-1.024046277	-2.37676445	-2.174498306	-1.780734993	-4.015417858	-3.070127987	-2.835093159	-5.24794104	-4.552204006	-1.37423285
Q9ULX7	-0.040293886	-0.29837763	-1.319312857	-4.685717483	-6.34243035	NA	-0.759787084	-1.207868095	-0.244851286	-1.713620074	0.25278272	-0.473145074	NA	-0.621627582	-3.297094728	-1.387291717	-2.872761683	-0.233602912	0.245930251	-2.513601948	-1.769392807	-2.950552733	-1.422015954	0.125336912	-1.414822519	-0.018561427	-3.861475821	-1.31434788	-1.300397404	-0.44923889	-0.000358828	0.655009628	-2.447808463	-0.85693465	-0.93357391	-1.466507358	-1.056150885	0.203340112	-0.886186535	0.424698537	-1.640355933	0.887970724	0.570075302	-2.884961643	-1.30035478	-1.206018014	-4.701246946	0.107252187	0.36279428	0.062805804	-1.765689153	-0.224889072	-1.327614205	0.314924978	NA
Q9ULZ3	-0.99401262	-0.608061259	-1.268089964	1.548292238	-0.532355449	-0.488626033	-1.426744874	-0.22531428	0.819574408	1.608381454	-2.290307918	-0.449212273	1.102896857	0.157501102	-1.336533258	-2.044766526	-0.815482339	0.392230605	-0.152839996	-1.173050746	-0.574004732	0.270935185	-1.019033691	-2.044573419	-0.949646226	-1.837400189	-0.01664607	-1.000318185	-0.783202275	-1.481935375	-0.319542727	-0.136258305	-0.590785159	-0.76527852	-1.258905347	0.67462926	-1.669571174	-2.032376414	-0.332726348	-1.640708813	-0.757130095	-1.88529208	-1.003761205	1.01168102	-1.211977241	-0.52762899	1.832627975	-1.325367119	-1.516014493	-2.516161583	0.248412077	-1.062546387	NA	-4.241778016	0.206553884
Q9UM00	-2.324342674	-1.072966686	-0.866936326	-0.713896119	1.59578906	-0.746250415	-0.224958531	0.337196593	-1.016271023	1.087061726	-1.481683957	-1.109040245	1.041672219	-0.511199417	-1.495553098	-1.824316038	0.656072105	-1.673425358	0.562771643	0.225773633	-0.51199044	1.33144904	-0.175740138	-2.437122285	-1.312747417	-2.316144136	0.803605594	-1.488929975	-1.342330464	-2.013987581	-3.739090453	0.970487911	-1.672846242	0.179633377	-1.168962054	-3.128097856	0.923043533	-3.583660766	-2.214885154	-0.904416767	NA	-0.043019808	-2.008128412	0.856698926	-2.035938916	-1.072609862	-0.499993083	-2.083041648	-1.807073056	-2.998963765	-0.432428246	-3.053427678	-2.325495859	-2.627069826	-1.274938661
Q9UM19	1.218932485	-2.021050227	-0.100418433	-3.035092214	-4.298229844	-2.065335195	-2.526030786	NA	-1.629623933	NA	1.326743886	0.203476826	-0.638316747	-1.364157227	-0.085557395	2.618554072	-3.332827466	-0.037628179	NA	-1.485744019	0.609559027	-1.075242054	0.122012395	1.000923423	-0.665243888	0.848559458	-3.629681795	-1.469361015	-1.675241434	2.271728939	-0.242964825	-3.659461507	-0.396942817	-0.11705227	-0.10939664	-1.619386858	NA	1.922527637	-0.949827668	-1.372327813	-0.172202399	-1.904497282	0.869805343	-5.738612985	1.403567843	-2.396639493	-4.12682339	-1.857310522	0.923140435	1.936585665	-1.564854802	-1.01307691	1.749642237	1.560589588	-0.686972326
Q9UM22	5.393414738	3.110747125	2.2365684	3.945111529	2.885606565	0.998369929	3.153660037	2.779413534	3.968773379	1.642734525	3.828038205	3.665288639	2.591968349	3.233932195	5.199163906	3.148084413	4.115546526	3.869181053	2.82841257	2.565162496	2.042562875	2.530352633	3.486807871	4.643656886	3.235682222	5.076977107	2.2931323	2.379648256	4.792147617	4.331944039	5.091858224	4.406027406	3.103189385	2.326069243	3.262577935	4.198220905	3.475892719	4.678528941	4.261494112	4.952236271	5.382660239	3.120662271	4.182147334	4.103645541	5.685865245	4.080041957	2.699787038	5.370535273	3.112034294	5.288094556	3.868796736	5.327859427	5.231990311	5.198265192	2.268674003
Q9UM54	-1.814230817	0.643783572	0.149561443	-0.896832882	0.163027606	0.768227425	-0.68922839	1.767781722	-1.547343467	0.313807317	-1.251313518	0.127494976	-0.783518785	-0.657779629	-0.577884416	-0.617133268	1.037185093	0.149839779	0.43546355	1.126770082	0.53737891	0.149938241	-0.610929366	-0.230802844	0.731316094	-2.461926299	-0.124415123	0.461294068	-0.90152721	-1.228636932	-1.717833342	0.425035474	0.822048775	1.423450702	0.006649116	-0.098836086	1.042715391	-0.898660897	0.876750528	-0.626573686	-4.833496462	-0.244225057	-2.041901094	-0.031700624	-1.744677669	-0.133924593	0.215813643	0.236779143	-0.360528323	-0.67432732	0.671276789	-1.059413232	-2.376840174	-1.582135477	-0.084379016
Q9UMF0	4.392141911	-0.248986595	3.088918456	-0.955656005	-2.770061759	-3.039774231	0.290064078	-3.330448371	0.391450226	-2.597890091	4.291911202	0.445372617	0.246055341	1.346964457	-1.136948369	5.311091308	-2.114165858	-1.532856595	-3.695334336	0.378483044	2.762746243	-1.752272274	4.074158076	4.168180763	1.021823551	5.13968483	-0.58273761	-0.245706193	0.55066326	5.364141491	3.239601983	-3.028510339	2.491706169	2.512181225	3.490366563	-2.273701823	NA	5.236167151	-0.827486589	-3.884796884	-0.796968177	0.832850538	-1.393726726	-2.36809517	4.844190225	2.248394858	NA	1.846873862	2.073512673	5.372247847	-2.490639805	1.683720496	5.297796088	4.814086648	0.905524513
Q9UMS0	-0.769420533	-1.597706554	-3.395434285	NA	NA	-5.864239882	NA	NA	-0.38115652	-3.768119688	-1.3885432	-4.013193894	NA	-2.940195204	-3.509463683	-2.538432098	-2.902120002	-4.027089443	-2.243864413	NA	-4.150016052	NA	-3.326755236	-1.81077236	-2.961790333	-0.507310136	-3.763383003	-5.044027504	-2.757677466	-2.728021322	-2.123741046	NA	-3.407289582	-3.621526342	-2.553318016	-2.959016364	NA	-1.662136126	-2.499119735	-2.463305082	-1.256693994	NA	-3.454136368	-2.751577564	-1.344484326	-2.811353027	-4.586754404	-1.828071633	NA	-1.477661257	-4.902689478	-3.960193013	-1.99753436	-1.359431512	-5.474202019
Q9UMS4	-0.376649044	1.55061453	-0.519420787	0.075771811	1.369715678	0.904298466	2.126899301	2.626969799	-2.334640659	0.843879431	-0.634855909	1.136381536	0.986252159	0.491026014	0.452465114	0.652949768	0.667632277	0.145393055	0.879214868	1.485821484	0.821816855	0.455495468	0.225557661	0.183917965	1.738418688	-0.195104757	0.681232583	2.444176384	-0.182710641	0.540135277	0.553320498	1.554257703	0.517812204	1.11462686	0.258797619	0.51198481	2.608929118	-0.321512656	0.473280997	0.994823216	-1.084707517	-0.112022668	-2.373907756	0.703001804	-0.249981879	-1.37268879	1.102877316	0.60325789	-0.418049411	-0.043943036	0.810547569	0.679319407	0.250979583	-0.051283084	2.06800169
Q9UMS6	-1.014595834	-2.474547528	-0.207066771	-3.603394682	-2.437116521	2.002800934	-2.90204007	NA	0.494584658	-5.252832873	-2.15485646	-2.235216503	NA	NA	-1.981826495	-3.668205111	-1.970974153	0.834655231	-1.648439076	-3.44625195	-3.649975025	-3.707215466	-2.463106573	-1.667911374	-2.728753264	-2.206651728	-2.437969398	-5.785122532	-1.229256263	-1.597945636	-2.042453467	-4.760639953	-2.060478069	-3.810562598	-3.753560014	-1.376713285	NA	-1.175937774	0.026236095	-2.920345187	-0.474965486	-3.522701922	-0.931677747	-3.688677525	-1.338566041	-2.334888083	-3.449772997	-1.678139347	-2.366967948	-1.416354512	-1.519020796	-0.531489837	-2.859827352	-1.675944011	-3.49597788
Q9UMX0	-0.013351887	-1.203881603	-2.43034873	-1.322438907	NA	-2.839186542	-1.934523197	NA	0.78199419	-1.302748014	-2.247688261	-2.132675153	NA	NA	-0.50299631	-2.780312881	-0.965674424	-1.867110531	-1.692506906	NA	-4.232905553	-3.530026901	-3.402226779	-0.545507776	-0.860688897	-0.775792994	-2.658082148	-4.09016494	-0.804435079	-2.038991788	-1.066549173	NA	-1.995442234	-4.267338725	-3.291638256	-2.012832706	NA	-1.218832196	-1.413749044	-0.313155336	0.245881673	-1.80893635	-0.855230705	-2.248320388	-1.66209775	-0.658997052	-3.747682152	-2.80014953	-2.122750653	-1.621887615	-2.373822438	-0.972156079	-2.276360285	-0.768909204	-2.990482902
Q9UMX5	1.596329219	0.909556582	-1.408948973	-0.920814598	-3.536538293	-1.64350183	-1.350958273	NA	2.258235751	-1.199605119	-0.920845429	0.287306976	NA	-1.689526669	2.036168593	-1.059462556	-0.09153529	0.686223125	0.227144894	-4.531396208	-2.345953761	-1.290006508	-0.537586076	0.653670007	0.723249193	0.876825067	-0.855224027	-1.909271499	1.511313186	-0.248914575	1.412964349	NA	-0.735815529	-2.360055396	-0.207622495	1.341699206	NA	0.827349629	0.549558452	1.584504341	2.127437552	-0.41989476	0.695368908	0.694848954	1.186353553	1.199217405	-1.208991256	-0.265177984	-1.05387418	0.67835532	-0.388281907	1.521650526	-0.012793567	0.507509773	-1.850378747
Q9UMY1	NA	0.217966025	0.530770976	-0.353424151	NA	-0.056600704	0.006985196	-2.107007359	1.760507406	0.307771564	NA	-0.925865126	NA	0.339281015	0.896933009	-3.775909414	0.101555185	-0.390928109	-0.651118065	-2.057319432	NA	-1.225362289	-0.777658305	NA	-1.560793044	-1.780859054	-0.525791407	-1.613793169	0.921448634	-1.575214164	0.802113391	-3.659637056	-1.231089373	-2.078182249	-0.074606432	-0.159225498	-2.602248661	-1.10413847	-0.921396841	0.481042967	0.561970871	1.533333033	-1.143740356	0.971834214	-0.512123873	0.760424609	-2.068802285	-2.390217103	NA	-0.841876417	-1.59312414	-0.137477336	-0.239919733	-2.075274518	-2.624971921
Q9UMY4	1.534850332	-0.699002709	0.205774282	-0.148694277	-0.792264978	0.9103317	-0.359039567	-0.898387588	0.70134743	0.623166186	1.042198966	0.839259564	-0.58617727	0.27250271	0.405521367	1.217836938	0.779842486	1.055372256	0.445186253	0.767087215	0.921514617	0.343185346	0.793488406	0.809739655	1.087842197	1.212078136	0.702509747	0.776681806	0.317570316	0.756683751	0.519381226	-0.366965132	0.910988827	1.056569797	0.723045775	1.044299355	-0.627976054	0.908823479	0.56202436	0.802265592	1.54149384	0.105732902	1.565303843	0.664976991	0.729673091	1.175953522	1.030271375	0.492153359	0.862257491	0.930625587	0.85101074	0.660130177	0.762793167	1.012884549	1.199018562
Q9UMZ2	-1.485881553	-3.731232044	-3.748935472	NA	NA	-3.573099162	-2.796076874	NA	-1.804865341	-3.822484612	-2.297010651	-2.782634758	NA	NA	-1.255293574	-2.060819514	-2.556015143	-3.557182893	-2.707434518	-3.865089593	-3.366959654	-3.103121385	-1.982913622	-1.523749076	-1.551447384	-0.848500807	-2.628275475	-3.2860175	-2.813151125	-0.406648733	-2.259661303	NA	-2.831178103	-3.368836125	-2.770609352	-0.491300116	NA	0.444350355	-3.060069156	-1.398536373	-1.224444828	-3.519655284	-1.980929853	-2.615046124	0.959794243	-1.980185464	-3.292513378	-2.353326349	-2.605481616	-0.099858675	-3.37083394	-1.197614225	-0.344414359	-0.805739527	-2.512169869
Q9UN36	5.723312798	2.350615848	4.355817443	0.61480084	0.748552561	2.356051753	2.75301792	4.008788766	2.477506801	1.962205568	4.706003381	4.337129019	2.003259353	3.598816466	2.87185379	4.98925109	3.534444667	5.076389847	4.519786943	4.942837599	4.735037872	4.243216768	3.984521095	5.494510277	5.990583018	4.861640874	3.124535162	3.581913402	4.402615584	5.11053466	4.727493912	4.361715883	5.936027224	5.771188749	5.39031797	5.53774545	1.580570021	5.258915225	6.27121489	3.16762338	4.133564283	3.176792041	4.78603201	2.003286386	5.03409269	2.756790953	4.425256466	3.210318894	4.499347987	5.305600999	5.209216902	5.153024438	5.453475266	5.653187705	2.492581103
Q9UN37	0.581587648	0.585912568	1.033122097	1.098384523	1.056614295	1.122133874	0.379136608	1.239701015	-0.483178161	1.336371529	1.385577006	0.873642408	0.982063833	0.904903429	-0.729909977	1.02594033	0.97048757	0.467398958	0.869042175	1.6115381	1.409511856	1.03543344	0.797552421	1.066910196	0.96734473	1.24638644	0.185124907	1.297646813	-0.387180988	0.58405931	-0.124836044	0.782903613	0.909363777	1.086740463	0.890587742	0.297407155	1.079559506	0.787382714	0.712048395	1.092995462	0.519214065	0.956967593	0.520365508	1.260212878	0.314302317	0.491952918	0.960977704	-0.325822806	1.728805887	0.411603366	0.890879012	0.077043818	0.54744872	0.462979256	1.663113367
Q9UN70	-0.986126228	-0.167152042	1.183035734	-2.553669206	-1.315191685	0.599746702	0.300331524	0.049753355	0.62188068	-0.841361555	-0.652488307	0.696462767	-1.483206549	-0.860259912	0.386638856	-1.179397979	1.152455264	0.703543424	0.210624838	0.372544671	-0.127565431	0.341660577	0.420318361	-0.311365914	0.391514678	-0.367124775	0.088126063	0.675311939	-0.270216269	-0.893038565	-0.488126619	0.869501162	0.503880994	0.153497469	1.559731098	0.823218142	-1.072783375	-1.028028689	0.539384538	0.290043219	-0.401702668	0.670457815	1.840144836	0.425216146	-0.823564725	0.17089424	0.60618353	0.705357724	0.510701397	-0.906254059	0.264235859	0.770647021	-1.240475354	-1.271580165	1.088329434
Q9UN86	0.369985458	1.531190497	-0.249809231	-0.787143571	-1.926245717	0.874430082	0.327926199	-0.535481032	-0.222867763	-0.884060076	0.544625671	0.357872005	-1.962143106	0.056937496	-0.617980507	0.758646363	-0.182949991	-0.516402299	-0.245893684	0.128119787	0.00110993	-0.089244756	0.06543967	0.469933738	0.248190303	0.170294748	-0.794457243	0.016928045	-0.374835527	0.469737125	-0.435660996	-1.635851498	-0.37758196	-0.181495478	0.192827281	-0.162422572	-0.472763745	0.58052638	-0.656391225	0.696239629	-0.595375268	-0.17662045	-0.146946635	-0.059333165	0.210117744	-0.156723811	-0.612119969	-1.046689908	-0.085224275	0.647284677	-0.310814623	-0.90234548	0.032027666	0.290945037	0.553684093
Q9UNA1	-1.088693024	-4.670106559	-2.676874957	-3.55371193	-3.302216301	-6.074281905	-2.923555853	-2.119538648	-2.816896711	-2.234431684	0.200939158	-2.742752112	-1.300535528	-1.814988584	NA	-0.153591886	-5.642743693	-1.935931797	-3.313434051	-1.083705598	-0.602746237	-2.994637368	-1.005317367	-0.368037533	-1.705223943	-0.606248197	-2.181702564	-3.221505713	-3.477858193	-0.658677231	-3.532263476	-1.977023275	-1.013998005	-0.637852904	-2.328515803	-2.19023992	-3.949473877	-0.881618454	-2.139255665	NA	-4.020790486	-3.677474876	-1.836933612	-2.172802345	-1.340386662	NA	-2.73900312	-2.857912424	-1.185814916	-0.4525051	-2.789752883	-3.720725055	-1.310895576	0.175820465	-3.67927159
Q9UNE7	0.859707466	0.068588784	0.636757362	-1.435461194	-0.311024695	0.132343942	1.298296342	-0.401876179	-0.153436651	-0.617035852	1.387706135	0.284203709	-0.390714374	-0.48550286	-0.603789088	1.151916961	0.317715246	0.09363303	-0.475531209	0.267486062	0.955477413	0.027620435	0.168302028	1.55733974	0.713298034	1.136716917	-0.248175791	0.821081987	0.079687363	1.049550048	-0.533495746	-0.918969724	0.646408409	0.310724064	0.63569439	0.232822253	-1.093812595	1.265884196	0.960068757	0.202962394	0.439983115	-0.480551902	0.805210923	-0.29350925	0.621055364	-1.305122798	0.014841665	-1.303897767	1.286709889	0.921600796	0.268923236	0.366677384	0.573950472	1.07315322	0.848772706
Q9UNF0	1.819683692	2.227374819	2.411527453	0.986807	0.368959894	1.977099497	1.399651355	0.090365484	1.600749998	2.066191657	2.045786657	1.314420826	0.291868523	1.40552693	1.176787507	1.636765994	2.023186899	1.458122624	1.42301673	1.711894776	1.776023828	1.186205581	1.803159568	2.037642543	1.6124874	1.66467036	1.002736559	1.882469903	1.05589042	1.236480064	1.337394314	1.667573806	1.168603037	1.703744339	1.775823789	2.219697463	0.000919847	1.382964164	2.343401949	3.026578082	1.179114751	0.74080031	1.648059811	2.65971628	1.292291942	2.38593518	1.961223327	1.197071916	2.212921478	1.470191003	1.190189674	1.274585279	1.153555497	1.531471346	2.051671705
Q9UNF1	-0.7133002	-0.986910226	-1.367759098	-3.708238869	0.067225134	-0.205188522	-0.572497002	-0.245250511	-1.277195563	-1.125011829	-2.342671751	-1.469613069	-1.443377567	-1.644512808	-0.113891228	-2.269538568	-0.560515253	-0.273232245	-0.929013181	-0.705688018	-1.81168775	-0.191427531	-1.156246205	-0.513622752	-0.480989994	-1.476822304	-1.513585618	-0.791272801	0.803353374	-0.713608796	0.158827406	-2.708950618	-1.6030479	-1.455492546	-0.515942239	-0.041356562	-0.8344496	-0.580215351	0.008038327	0.836907319	0.685394789	-0.588653565	-0.866590973	-0.949708216	0.012516508	-0.581246443	-0.717589195	-3.290269018	-2.069653324	-0.180624769	-0.885650776	0.054406864	-1.244247871	-0.146082215	-1.195689733
Q9UNH6	-3.265610267	-2.322528763	-2.898287735	-3.488742856	-1.359293552	-2.027071515	-2.880266455	-1.573354032	NA	-2.268932274	-2.418853529	-4.168067476	-2.927153801	NA	-2.583907474	-1.948643517	-3.216875678	-3.074329006	-1.515059	-2.298548683	-1.562925108	-1.777235782	-2.82120565	-2.167637159	-4.059025901	-3.560735583	-1.777692258	-2.490762697	-3.46185264	-1.956551436	-5.070077815	-2.292204643	-3.010069508	-2.416575048	-5.31728636	-2.272604199	-1.021768541	-2.676079211	-2.062021378	-2.06549964	NA	-2.183597702	NA	NA	-3.747915383	-2.320257424	-2.718889297	NA	-3.371264779	-1.898594211	-1.892411491	-3.147927525	-4.278689114	-2.619676898	-1.602144153
Q9UNH7	0.179910775	0.317885343	0.470955689	1.321666433	1.462652933	0.835193313	0.818577366	1.905519832	-0.124576044	2.210449648	0.624148769	0.460825873	1.07942975	1.350481355	-0.315761521	0.912901685	0.903203649	1.196012774	1.316499798	1.635672266	1.07830847	1.438062597	0.502469135	1.222792401	1.744388547	-0.989577027	0.943716144	0.689715833	-0.618183294	0.150115732	-1.303182868	1.172151903	0.855562933	0.970055652	0.626946187	1.557254673	1.618660489	0.423054832	0.748643888	-0.200554908	-1.069302567	0.528941058	-0.099205741	1.524515909	0.594226722	0.268662237	1.779597407	1.335144066	1.375119016	0.195913723	1.106033348	-0.163697232	-0.187482232	1.104825599	1.327180962
Q9UNK0	0.075216534	1.608941596	1.095254252	0.902856272	-0.554402217	0.318154648	-0.388445973	-0.666112184	2.139098322	0.431850855	0.255392685	-0.282094924	-1.499694816	1.403356356	0.528947668	0.424067398	0.098456513	-0.441669789	0.823404442	-0.045772811	-0.667516764	-0.009037352	0.820276232	-0.421422597	-1.205905821	0.224305248	0.501179779	-0.801255877	0.877174632	0.376538499	0.329223424	-0.081196181	-0.096463062	-0.159938189	0.489986922	-0.035852299	-2.732112761	0.36387445	-0.091827855	-0.037302748	-1.750395563	2.178313921	-0.725819005	1.29894635	1.013878499	1.349483455	0.808542154	0.666677927	-1.191694755	0.59616835	-0.565108991	0.300970459	0.85583005	0.298741217	-0.620161489
Q9UNL2	-2.048583965	-0.586053866	0.11823716	0.932097662	1.547126986	1.517573245	0.512307201	1.931363794	1.537775051	1.864658875	-2.902584643	0.220958751	0.217114058	0.770996377	0.758482032	-1.208904665	1.44226624	0.441717022	1.400201428	0.882169333	-0.864918804	1.066148406	0.555834899	-2.361965685	-1.157286525	-2.956668358	0.979734837	-0.704359664	0.510451671	-1.91200524	-0.553068626	0.653690618	0.717275098	0.344037157	0.29920498	-1.430447179	1.668947839	-1.400928968	0.22078085	0.860215221	NA	1.102160013	-0.921718062	1.418901368	-2.818316064	0.980054814	1.442348474	-1.111652703	-1.308130323	-1.626036617	0.453736598	-0.899948471	NA	-2.289815146	-0.761896404
Q9UNM6	1.352674096	1.286329038	1.226570453	1.357899623	2.795291284	2.02110902	2.471144	3.145260292	0.83466729	1.972023035	1.222359121	2.246111526	2.537285006	1.513537483	1.411424874	2.06090246	1.740339272	1.578300133	2.029643125	2.242267886	1.761222527	1.950226571	1.608264522	1.769712591	2.468324768	1.241868571	1.690825891	2.823147493	0.685836943	1.711107863	1.512422977	2.388331621	1.616779473	1.897759713	1.222393151	1.727429501	3.460110007	1.444444671	1.991313767	1.740355196	0.470466102	0.925687874	1.198709428	1.000779413	0.274525116	1.211298436	1.890734462	1.419657182	1.574842235	1.023881232	2.123977186	1.725210798	1.293126637	1.267478485	2.747377188
Q9UNN5	0.048110198	0.65892692	-1.156079592	-2.312193506	-1.071828186	-0.464095172	0.307566362	-3.068018468	-1.541491117	-1.023986081	0.067307396	-0.215410345	-1.338197339	-0.765663301	-1.957751021	-0.364201482	-0.1967054	-0.632115071	-0.381335579	-0.303202214	-0.46696679	-0.901733488	-0.378693969	0.503208251	0.49834845	0.29816092	-1.224244518	0.270783875	-1.158959625	-0.020112826	-0.719675193	-0.840317141	-0.474883198	-0.736301602	-1.166758856	0.019307712	-1.441268485	-0.134810274	-0.411434099	-0.21226923	-0.610120814	-0.696389907	0.149756523	-0.70289568	-0.591352637	-2.026839431	-1.022501352	-2.485874821	-0.32570143	-0.030526532	-0.505574544	-0.296358066	-0.325729403	0.293240762	-2.258712435
Q9UNP9	-1.297611168	-0.132535439	-1.899483983	-2.410974342	-2.068591237	-0.537053975	0.118234546	-1.991505357	-0.460075863	-1.883985182	NA	-1.395101229	-2.75720343	-1.849630502	-1.065539545	-3.594793729	-0.701468643	-2.231402451	-1.029146093	-1.09569736	-1.767875277	-1.599207086	-1.786104553	-2.528764513	-1.482188354	-2.441739965	-1.969464705	-0.657635872	0.260543963	-2.158544182	-1.219890415	NA	-2.286204225	-2.66716282	-2.000134123	-1.28477166	-1.281705212	NA	-1.892321873	0.954254211	-0.601492543	-0.855219873	-0.922015175	-0.717756644	-2.29980785	0.156118871	-1.596517282	-1.869667797	-1.701776487	NA	-1.841666919	-0.915861876	-1.704137057	-1.244143074	-0.518145766
Q9UNQ0	-2.282568989	-0.845663985	1.445669032	-2.364625148	-1.169306684	-1.878692563	-1.389190458	-0.909583586	-0.935888267	-2.669888695	-1.682690319	-0.544608552	NA	-1.161079939	-2.289971772	-1.578669237	0.054225322	-0.088517037	0.247399651	0.372698558	-1.414923504	-0.524019275	-0.920933456	-1.59898365	-0.876561648	-1.559321105	-1.201464775	-1.537445346	-1.543870588	-1.286709681	-1.300002355	0.606133526	1.240092615	-0.814672528	0.547255925	-1.365750386	-2.338592547	-1.435054943	-0.393748367	-1.105674802	-1.684973051	0.452826354	-1.117575204	-2.641708627	-1.735660611	-2.853488772	-1.090579347	-2.09184872	-1.516075574	-1.264318326	-1.635331122	-1.617761137	-3.086362393	NA	-3.070616275
Q9UNS2	1.909283126	1.421060233	0.789308262	1.711476521	1.771389495	0.288599335	1.101074981	2.579499112	0.254723394	0.934002108	1.622978431	1.944913942	1.284869326	1.109036697	1.151644067	1.761652193	1.133845916	1.599474187	1.159184385	1.337869085	1.464773343	1.200565492	1.564564368	1.727603548	1.627156642	1.877727074	1.246233665	2.047704352	1.37471743	1.846100346	2.420203964	2.122849819	1.330905981	1.415778084	0.831980572	1.140985045	1.538756096	1.63693722	1.600268181	1.510248288	1.233001871	0.749962255	1.356888019	1.964164423	1.527419132	1.080328904	1.471260596	1.545127705	1.560464877	1.55784015	1.379002994	2.007987817	2.340821435	2.187077443	1.945141398
